,0
431,"
January 15, 2013 at 8:00Near and above treeline, avalanche danger is MODERATE  on S-SW-W-NW-N aspects on slopes steeper than 35 degrees due to wind slabs formed by the strong NE winds. For all other  areas, avalanche danger is LOW. Even in the LOW danger areas unstable snow could still exist on isolated terrain features. "
432,"
January 14, 2013 at 7:46Near and above treeline, avalanche danger is MODERATE on SE-S-SW-W-NW aspects on slopes 35 degrees and steeper. New wind slabs formed late yesterday afternoon and last night. For all other areas, avalanche danger is LOW.  "
433,"
January 12, 2013 at 7:50Near and above treeline, pockets of MODERATE avalanche danger exist on E-SE-S-SW aspects on slopes 35 degrees and steeper due to recently formed wind slabs. For all other areas avalanche danger is LOW. Please keep in mind that the definition of LOW danger includes small avalanches in isolated areas or extreme terrain. "
434,"
January 11, 2013 at 7:52Pockets of MODERATE avalanche danger exist on NW-N-NE-E-SE-S-SW aspects on slopes steeper than 35 degrees due recent snow and moderate to strong winds. Human triggered avalanches will remain possible today. "
435,"
January 10, 2013 at 8:02Near and above treeline, the avalanche danger is MODERATE on NW-N-NE-E-SE-S-SW aspects on slopes 35 degrees and steeper due to new snow and shifting winds forming new wind slabs.  Below treeline pockets MODERATE danger exist on those same aspects. Human triggered avalanches will be possible today. "
436,"
January 6, 2013 at 7:59Near and above treeline, MODERATE avalanche danger will spread to all aspects on slopes 35 degrees and steeper due to unstable wind slabs. Below treeline, areas of MODERATE avalanche danger will form today on NW-N-NE aspects on slopes 30 degrees and steeper due to storm slabs deposited on top of surface hoar. "
437,"
December 31, 2012 at 7:52Near and above treeline, pockets of MODERATE avalanche danger exist on all aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger is LOW. Expect to find isolated areas of unstable snow in wind affected complex terrain in and around areas of chutes, cliffs, and exposed rocks.
This advisory is valid for 48 hours from the time of issue. The next scheduled update will occur on January 2, 2013 by 7am. "
438,"
December 30, 2012 at 7:48MODERATE   avalanche danger exists today on slopes steeper than 35 degrees in  both above and below treeline on NW-N-NE-E-SE  aspects with pockets of MODERATE danger on the S aspects. Lingering wind slabs in isolated areas and heavy snow loads sitting on top of weak persistent deep slabs     will allow large  destructive human   triggered avalanches to remain   possible. Even though these avalanches have become less likely, the  consequences of such a slide would be very high. "
439,"
December 29, 2012 at 8:01MODERATE  avalanche danger exists today on slopes steeper than 35 degrees in both above and below treeline on NW-N-NE-E-SE  aspects with pockets of MODERATE danger on the S aspects. Heavy snow loads sitting on top of weak persistent deep slabs    will allow large  destructive human   triggered avalanches to remain  possible. Even though these avalanches have become less likely, the consequences of such a slide would be very high. "
440,"
December 27, 2012 at 7:46Avalanche danger is MODERATE both above and below treeline on all aspects on slopes 35  degrees and steeper. A mix of recently formed wind slabs and heavy snow loads sitting on top of weak persistent deep slabs  will keep large  destructive human   triggered avalanches possible today.  Natural avalanches are unlikely. Adjust travel tactics accordingly to account for the possibility of  triggering large long running avalanches from locations low on slopes and from  significant distances away. "
441,"
December 20, 2012 at 7:39Both above and below treeline, avalanche danger is MODERATE on NW-N-NE-E aspects on slopes 35 degrees and steeper due to wind slabs and persistent slabs. Large and destructive human triggered avalanches are possible in these areas. For other areas, avalanche danger is LOW. "
442,"
December 19, 2012 at 8:00Both above and below treeline, avalanche danger is MODERATE on NW-N-NE-E aspects on slopes 35 degrees and steeper due to persistent slabs and lingering wind slabs. Large and destructive human triggered avalanches are possible in these areas. For other areas, avalanche danger is LOW. "
443,"
December 16, 2012 at 7:32Near and above treeline, the avalanche danger remains MODERATE on NW-N-NE-E aspects on slopes 35 degrees and steeper due to continued wind and snow. Below treeline, the avalanche danger is LOW with pockets of MODERATE danger on wind loaded NW-N-NE-E aspects on slopes 35 degrees and steeper. "
444,"
December 15, 2012 at 8:01Near and above treeline, avalanche danger is MODERATE due to wind slabs on NW-N-NE-E aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on wind loaded NW-N-NE-E aspects on slopes 35 degrees and steeper. "
445,"
December 13, 2012 at 7:51Near and above treeline, avalanche danger remains  MODERATE on NW-N-NE-E aspects steeper than 35 degrees due to lingering wind slabs. For all other areas, avalanche danger is LOW. "
446,"
December 12, 2012 at 8:00Near and above treeline the avalanche danger will increase to MODERATE on NW-N-NE-E aspects steeper than 35 degrees due to new snow and wind. Pockets of MODERATE danger may form on those aspects in wind loaded below treeline terrain as well. Human triggered avalanches will be possible today. Use caution and evaluate snow covered slopes carefully when   traveling in the backcountry. "
447,"
December 6, 2012 at 8:04Above 9000 ft in near and above treeline terrain, MODERATE  avalanche danger may linger on pockets of NW-N-NE-E aspects on slopes steeper than 35 degrees due to  wind slabs. For all other areas, avalanche danger is LOW. "
448,"
December 4, 2012 at 8:00Near and above treeline, avalanche danger remains MODERATE  on NW-N-NE-E aspects on slopes steeper than 35 degrees due to lingering  wind slabs and rain on snow today and tonight. For all other areas, avalanche danger is LOW with pockets of MODERATE danger on snow-covered slopes steeper than 35 degrees that receive rain today. Expect the avalanche danger to increase as more rain, snow, and wind impact the forecast area tonight and tomorrow. "
449,"
December 3, 2012 at 7:42Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E aspects on slopes 35 degrees and steeper due to lingering wind slabs and storm slabs. For all other areas, avalanche danger is LOW. "
450,"
November 28, 2012 at 7:54Today the avalanche danger will rise to MODERATE on near and above treeline NW-N-NE-E aspects steeper than 35 degrees due to new snow and wind impacting the forecast area. In other areas the avalanche danger should remain LOW. A few very isolated areas of unstable snow   may exist above 9,000' on NW-N-NE aspects  in complex or extreme   terrain in areas of LOW danger. "
451,"
November 23, 2012 at 7:59Near and above treeline, isolated pockets of MODERATE avalanche danger may still exist on NW-N-NE aspects on slopes 35 degrees and steeper due to ongoing persistent slabs. For all other areas, avalanche danger is LOW. LOW danger does not mean no danger. "
452,"
November 21, 2012 at 7:38Near and above treeline, pockets of MODERATE avalanche danger exist on NW-N-NE aspects on slopes 35 degrees and steeper due to recently formed wind slabs and ongoing persistent slabs. For all other areas, avalanche danger is LOW. The next update to this advisory will occur on Friday, November 23rd. "
453,"
November 20, 2012 at 7:45Near and above treeline, very isolated pockets of MODERATE avalanche danger exist on NW-N-NE aspects on slope 35 degrees and steeper. For all other areas, avalanche danger is LOW. "
454,"
November 19, 2012 at 7:40Near and above treeline, lingering pockets of MODERATE avalanche danger exist on NW-N-NE aspects on slope 35 degrees and steeper. For all other areas, avalanche danger is LOW. "
455,"
November 18, 2012 at 7:54Strong winds and new snowfall have created MODERATE   avalanche danger on near and above treeline NW-N-NE-E aspects on   slopes steeper than 35 degrees above 7500 ft. Human triggered avalanches are possible in these areas. For all other areas, avalanche danger   remains LOW. "
456,"
November 17, 2012 at 7:04Rain on snow, strong winds, and new snowfall will create areas of MODERATE  avalanche danger on both above and below treeline NW-N-NE-E aspects on  slopes 35 degrees and steeper. For all other areas, avalanche danger  remains LOW. "
457,"
November 16, 2012 at 7:45Rain on snow is expected to create areas of MODERATE avalanche danger both above and below treeline on NW-N-NE aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger remains LOW. "
458,"
April 27, 2012 at 6:28This morning, MODERATE          avalanche danger exists near and above treeline in recently wind  loaded areas on NW-N-NE-E aspects on slopes 35 degrees and steeper. A transition will occur during the late morning and afternoon hours to warming and wet snow instability. Pockets of CONSIDERABLE avalanche danger are expected to form at all elevations on all aspects on slopes 35 degrees and steeper by this afternoon. "
