,0
437,"
April 8, 2012 at 6:48Early this morning, avalanche danger is LOW for all elevations and aspects. MODERATE avalanche danger will develop in response to daytime warming on E-SE-S-SW-W aspects at all elevations on slopes 35 degrees and steeper. "
438,"
April 4, 2012 at 6:23Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger in the most heavily wind loaded areas on N-NE-E aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger is LOW. "
439,"
April 3, 2012 at 6:42Both above and below treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 35 degrees and steeper due to warming instability and persistent deep slab instability. "
440,"
March 5, 2012 at 7:33 
Avalanche danger is LOW with pockets of MODERATE danger both above and below treeline on NW-N-NE aspects on slopes 35 degrees and steeper due to ongoing deep slab instability. Avalanche danger is LOW with pockets of MODERATE   danger forming today both above and below treeline on E-SE-S-SW-W   aspects on slopes 37 degrees and steeper due to wet snow instability. Large destructive human triggered avalanches remain possible today in isolated areas.
  "
441,"
February 26, 2012 at 7:45Avalanche danger remains LOW  for all elevations and aspects. Normal caution is advised. An increase in avalanche danger may occur this week, especially if the upper end of forecast snowfall amounts are reached. "
442,"
February 25, 2012 at 8:01The avalanche danger remains LOW  for all elevations and aspects. LOW danger does not mean no danger. Continue to use normal caution  when traveling in the backcountry. "
443,"
February 24, 2012 at 8:00The avalanche danger remains LOW  for all elevations and aspects. LOW danger does not mean no danger. Continue to use normal caution  when traveling in the backcountry. "
444,"
February 23, 2012 at 8:00The avalanche danger remains LOW  for all elevations and aspects. LOW danger does not mean no danger. Continue to use normal caution  when traveling in the backcountry. "
445,"
February 22, 2012 at 7:39Avalanche danger is LOW for all elevations and aspects. Minor warming instabilities are expected on all aspects on slopes 37 degrees and steeper. Normal caution is advised. "
446,"
February 21, 2012 at 7:49Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible due to a persistent weak layer near treeline and below treeline on NW-N-NE aspects. "
447,"
February 16, 2012 at 8:04Generally LOW avalanche danger exists today. Very isolated pockets of MODERATE danger may linger near treeline and below treeline on N-NE aspects on slopes 35 degrees and steeper due to persistent slabs. On SE-S-SW-W aspects, minor warming instability may form today on recently wind loaded SE-S-SW-W aspects on slopes 37 degrees and steeper. "
448,"
February 16, 2012 at 8:00Generally LOW avalanche danger exists today. Very isolated pockets of MODERATE danger may linger near treeline and below treeline on N-NE aspects on slopes 35 degrees and steeper due to persistent slabs. On SE-S-SW-W aspects, minor warming instability may form today on recently wind loaded SE-S-SW-W aspects on slopes 37 degrees and steeper. "
449,"
February 15, 2012 at 7:55Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger in wind loaded areas on all aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with isolated pockets of MODERATE danger in wind affected areas on NW-N-NE-E aspects on slopes 35 degrees and steeper. "
450,"
February 14, 2012 at 7:55Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Small avalanches are unlikely but not impossible in isolated areas or in extreme terrain. "
451,"
February 12, 2012 at 8:00Avalanche danger remains LOW   for all elevations and aspects. Use normal caution when traveling in the backcountry. As more snow and wind impact the forecast area late tonight through tomorrow, the avalanche danger will increase. "
452,"
February 11, 2012 at 8:00Avalanche danger remains LOW   for all elevations and aspects. Use normal caution when traveling in the backcountry. "
453,"
February 10, 2012 at 7:45Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
454,"
February 9, 2012 at 7:41Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
455,"
February 8, 2012 at 7:46Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
456,"
February 7, 2012 at 7:56Avalanche danger remains LOW   for all elevations and aspects. Use normal caution when traveling in the backcountry. "
457,"
February 6, 2012 at 8:00Avalanche danger remains LOW   for all elevations and aspects. Use normal caution when traveling in the backcountry. "
458,"
February 5, 2012 at 8:00Avalanche danger remains LOW   for all elevations and aspects. Use normal caution when traveling in the backcountry. "
459,"
February 4, 2012 at 7:41Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
460,"
February 3, 2012 at 7:41Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
461,"
February 2, 2012 at 7:36Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
462,"
February 1, 2012 at 7:59The avalanche danger remains LOW   for all elevations and aspects. Continue to use normal caution traveling in the backcountry. "
463,"
January 31, 2012 at 7:58The avalanche danger remains LOW   for all elevations and aspects. Continue to use normal caution traveling in the backcountry. "
464,"
January 30, 2012 at 8:00The avalanche danger remains LOW   for all elevations and aspects. Continue to use normal caution traveling in the backcountry. "
465,"
January 29, 2012 at 7:48Avalanche danger is LOW  for all elevations and aspects. Small wet loose snow avalanches are  unlikely but not impossible beginning late morning on slopes 37 degrees  and steeper. Normal caution is advised. "
466,"
January 29, 2012 at 7:47Avalanche danger is LOW  for all elevations and aspects. Small wet loose snow avalanches are  unlikely but not impossible beginning late morning on slopes 37 degrees  and steeper. Normal caution is advised. "
467,"
January 29, 2012 at 7:40Avalanche danger is LOW  for all elevations and aspects. Small wet loose snow avalanches are  unlikely but not impossible beginning late morning on slopes 37 degrees  and steeper. Normal caution is advised. "
468,"
January 28, 2012 at 7:47Avalanche danger is LOW for all elevations and aspects. Small wet loose snow avalanches are unlikely but not impossible beginning late morning on slopes 37 degrees and steeper. Normal caution is advised. "
469,"
January 27, 2012 at 7:35Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
470,"
January 26, 2012 at 8:00LOW  avalanche  danger exists on all aspects and elevations. LOW danger does not mean no danger. Continue  to evaluate slopes carefully and travel with caution in the backcountry. "
471,"
January 19, 2012 at 8:00Today the avalanche danger remains LOW   for all elevations and aspects. As more snow and wind impact the forecast area tonight, pockets of MODERATE danger will form on the N-NE-E facing slopes steeper than 35 degrees in near and above treeline terrain. Continue to use normal caution in the  backcountry. "
472,"
January 18, 2012 at 8:00Avalanche danger remains LOW  for all elevations and aspects. Continue to use normal caution in the backcountry. As winter storms impact the forecast area later this week, the avalanche danger will increase. "
473,"
January 17, 2012 at 7:51Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. A period of increased avalanche danger is anticipated for the second half of this week. "
474,"
January 16, 2012 at 7:46Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. "
475,"
December 30, 2011 at 8:00MODERATE  avalanche danger exists in snow covered areas on NW-N-NE-E aspects on slopes 37  degrees and steeper. For all other areas, avalanche danger remains LOW. "
